k,period_cat,idens,ivscores,rel_ivscores
7,2,91,3316.09038586957,1.06852928685386
7,2,92,3378.97380434783,1.08879193548003
7,2,93,3259.85383152174,1.05040842815578
7,2,94,3428.79610326087,1.10484595673163
7,2,95,3165.01548369565,1.01984908254783
7,2,96,3798.975125,1.22412712222479
7,2,97,4160.50358695652,1.34062085571224
7,2,98,3292.50211413043,1.06092854132324
7,2,99,3705.90722826087,1.19413826131937
7,2,100,3358.38073913044,1.08215632223359
7,3,1,14889.7482880435,1.02420361159403
7,3,2,15835.7758206522,1.0892768953609
7,3,3,11356.6801576087,0.78117860746385
7,3,4,20219.5524347826,1.3908185838943
7,3,5,11864.8859402174,0.816135961202244
7,3,6,13331.4473913043,0.917014599697026
7,3,7,20069.1357826087,1.38047205046605
7,3,8,15520.89225,1.06761736935316
7,3,9,19703.4018586957,1.35531474098655
7,3,10,15445.5569076087,1.06243536571783
7,3,11,11453.194875,0.787817451869535
7,3,12,16658.026201087,1.14583606566952
7,3,13,11827.5569891304,0.813568258526506
7,3,14,16777.3296358696,1.15404245078874
7,3,15,14740.5957445652,1.01394403092458
7,3,16,17577.8868043478,1.20910943562832
7,3,17,11096.4285326087,0.763276984878177
7,3,18,14251.3341521739,0.980289768928509
7,3,19,17721.5085163044,1.21898857349174
7,3,20,13056.215826087,0.898082569573542
7,3,21,17289.0886304348,1.18924421514095
7,3,22,13939.4903967391,0.958839339116622
7,3,23,12326.1398695652,0.84786369300543
7,3,24,19691.0987717391,1.35446846300717
7,3,25,10471.6055869565,0.720298023436791
7,3,26,13815.7398478261,0.950327055585593
7,3,27,17725.6263369565,1.21927182118017
7,3,28,14004.6607173913,0.963322133351249
7,3,29,16028.9117826087,1.10256191173176
7,3,30,10962.1869347826,0.754043065898497
7,3,31,17351.7216032609,1.19355247581348
7,3,32,16987.4096847826,1.16849298015016
7,3,33,12148.8763097826,0.835670472903841
7,3,34,13351.9015326087,0.918421554669716
7,3,35,15304.6312663043,1.05274167929695
7,3,36,8971.12447826087,0.617086193328907
7,3,37,11381.010298913,0.782852176292042
7,3,38,9941.66448913044,0.683845588121855
7,3,39,12494.7365978261,0.859460757955572
7,3,40,9577.31820108696,0.658783728319654
7,3,41,15749.8608695652,1.08336716461926
7,3,42,12852.2702826087,0.884054007225939
7,3,43,18525.7236195652,1.27430717239107
7,3,44,14501.6706576087,0.997509371840536
7,3,45,19467.1894130435,1.33906667317101
7,3,46,18967.8289130435,1.3047177494892
7,3,47,10899.0823532609,0.74970236523302
7,3,48,18379.1670869565,1.26422616046953
7,3,49,22923.7519402174,1.57682917630714
7,3,50,10245.6366413044,0.704754563213833
7,3,51,20184.3165380435,1.38839485368746
7,3,52,12892.2809456522,0.886806173669499
7,3,53,13435.6395326087,0.924181542036093
7,3,54,19455.4522282609,1.33825932123921
7,3,55,10440.9014456522,0.718186013763661
7,3,56,10840.3887119565,0.745665074726921
7,3,57,20121.0711847826,1.38404446992185
7,3,58,15649.0843641304,1.07643516960944
7,3,59,11673.9692826087,0.803003601510623
7,3,60,18546.27875,1.27572107398436
7,3,61,14157.6599184783,0.973846309535618
7,3,62,10848.6146847826,0.746230905049527
7,3,63,10338.6822717391,0.711154783613185
7,3,64,16162.2238043478,1.11173188905392
7,3,65,17001.8809456522,1.16948839775966
7,3,66,14988.903548913,1.03102408795982
7,3,67,14326.1603586957,0.985436751233307
7,3,68,11265.1064782609,0.774879636433539
7,3,69,10529.4853804348,0.724279332749209
7,3,70,17809.024173913,1.22500841015116
7,3,71,19190.2982880435,1.32002048885968
7,3,72,12052.5393586957,0.829043856299956
7,3,73,14291.3802282609,0.98304437128746
7,3,74,14113.1542336957,0.970784949315887
7,3,75,18451.9904782609,1.26923537747841
7,3,76,13487.379875,0.927740544143929
7,3,77,9602.86666847826,0.660541100712166
7,3,78,12136.3227228261,0.834806964075445
7,3,79,12800.886673913,0.880519543339462
7,3,80,14065.2030271739,0.967486586042729
7,3,81,20324.6537445652,1.39804806413669
7,3,82,10748.0289456522,0.73931203205723
7,3,83,9176.28859782609,0.631198576437286
7,3,84,16380.1199565217,1.126720055522
7,3,85,20526.3383858696,1.4119211084643
7,3,86,14869.1622391304,1.02278758324772
7,3,87,14988.2365597826,1.03097820856259
7,3,88,15173.6615434783,1.04373281893659
7,3,89,17347.4959130435,1.19326180822808
7,3,90,15235.2480434783,1.04796909711303
7,3,91,16117.3250543478,1.10864349151916
7,3,92,13811.6539021739,0.950046000445319
7,3,93,17129.8035108696,1.17828765687173
7,3,94,18216.9943913043,1.25307097789856
7,3,95,16110.2314891304,1.10815555478751
7,3,96,16922.5654130435,1.16403261345882
7,3,97,15749.383,1.08333429396724
7,3,98,11333.005423913,0.779550121388361
7,3,99,21705.2852663043,1.4930159415978
7,3,100,17504.2148369565,1.2040418486137
7,4,1,62071.8317173913,1.10493849523135
7,4,2,66286.3436684783,1.17996087437702
7,4,3,52218.1374565218,0.929533229946994
7,4,4,65165.0121739131,1.16000009184524
7,4,5,69496.7211902174,1.23710869183061
7,4,6,64020.6773532609,1.1396298279141
7,4,7,64087.5942717391,1.14082101362851
7,4,8,58968.4848097826,1.04969592597891
7,4,9,69813.080375,1.24274019056224
7,4,10,65325.3086413044,1.16285352362854
7,4,11,62551.0999130435,1.11346993154094
7,4,12,67643.0308315217,1.20411121489312
7,4,13,80576.9968586957,1.43434828965041
7,4,14,72619.5908804348,1.29269878545025
7,4,15,61934.1100815217,1.1024869172307
7,4,16,72704.5754673913,1.29421159309635
7,4,17,59628.8718478261,1.06145145243748
7,4,18,63770.3703913044,1.13517412247997
7,4,19,68389.0935380435,1.21739185091568
7,4,20,57417.7230489131,1.02209087036658
7,4,21,62783.0887119565,1.11759955599843
7,4,22,61751.1034673913,1.09922922292331
7,4,23,61486.7421739131,1.09452333682762
7,4,24,63166.6183913044,1.12442675434348
7,4,25,48389.8007608696,0.861385142953329
7,4,26,55972.5303641304,0.99636504616804
7,4,27,63061.6331956522,1.12255791656479
7,4,28,55374.3353369565,0.98571659750956
7,4,29,75301.5716413044,1.34044063073116
7,4,30,61252.717076087,1.09035746428473
7,4,31,53703.1281195652,0.955967496558078
7,4,32,61883.907125,1.10159325616576
7,4,33,57725.1111630435,1.02756267538477
7,4,34,61672.7173913044,1.09783387513733
7,4,35,66039.4295380435,1.17556556461758
7,4,36,80219.4784782609,1.42798411752329
7,4,37,69190.4660597826,1.23165705501537
7,4,38,63900.2546739131,1.13748618803062
7,4,39,61264.3199891304,1.0905640073321
7,4,40,68227.3842119565,1.21451326888439
7,4,41,70722.1477173913,1.25892246638002
7,4,42,56934.4480543478,1.01348810917034
7,4,43,69135.561701087,1.23067970445554
7,4,44,50079.6072608696,0.891465329080961
7,4,45,54632.3716521739,0.97250892802894
7,4,46,63761.3475543478,1.13501350727636
7,4,47,50915.0934673913,0.90633778968473
7,4,48,78973.7231630435,1.40580847093226
7,4,49,67678.2561630435,1.20473825978174
7,4,50,63106.8814673913,1.12336337946002
7,4,51,60361.4639619565,1.07449229891824
7,4,52,72402.7686467391,1.28883914048725
7,4,53,58297.0037119565,1.03774291455198
7,4,54,88404.8856032609,1.57369226212473
7,4,55,49249.4075434783,0.876686973084438
7,4,56,64554.6558695652,1.14913516071913
7,4,57,55594.4933369565,0.98963562233133
7,4,58,67435.5599782609,1.20041803352464
7,4,59,57382.7537989131,1.02146838397613
7,4,60,75039.763951087,1.33578020123738
7,4,61,68877.0964619565,1.22607877381611
7,4,62,81319.5938804348,1.44756723313994
7,4,63,57761.8708369565,1.02821703304838
7,4,64,51452.0087717391,0.915895400150518
7,4,65,64364.9402065217,1.14575803886779
7,4,66,73412.5382336957,1.30681401342191
7,4,67,66601.5148206522,1.18557122498193
7,4,68,77191.3564130435,1.3740806230469
7,4,69,65239.5273641304,1.16132653412788
7,4,70,55998.1522934783,0.99682114123202
7,4,71,67766.6085597826,1.20631101769144
7,4,72,78148.0446684783,1.39111059706439
7,4,73,74052.2219347826,1.31820100050683
7,4,74,61192.2849945652,1.08928171492511
7,4,75,78820.7592934783,1.4030855664652
7,4,76,81585.3054402174,1.45229715527867
7,4,77,58925.9904076087,1.04893948461904
7,4,78,56964.96875,1.01403140700117
7,4,79,90461.5070380435,1.61030210801675
7,4,80,61855.2485163044,1.10108310527942
7,4,81,55358.8408478261,0.985440780653017
7,4,82,79119.7801684783,1.40840842655364
7,4,83,48000.1078804348,0.854448233682303
7,4,84,56316.7980706522,1.00249334351446
7,4,85,74761.1859184783,1.33082124346799
7,4,86,66869.6443695652,1.19034418966021
7,4,87,59821.4813858696,1.064880088056
7,4,88,55647.3706793478,0.990576890045157
7,4,89,85700.7099782609,1.52555532684734
7,4,90,45912.6463369565,0.817289404099093
7,4,91,67668.1760108696,1.20455882334711
7,4,92,64158.448673913,1.14208229035183
7,4,93,77899.6847228261,1.38668955039907
7,4,94,67400.078076087,1.19978642143085
7,4,95,56900.4672608696,1.0128832182597
7,4,96,65403.0192826087,1.16423684802369
7,4,97,64791.9728315217,1.15335963161973
7,4,98,49832.4462608696,0.887065624805062
7,4,99,54762.5383423913,0.974826020707514
7,4,100,59177.6501576087,1.0534192709856
7,5,1,208805.933945652,1.44958077031104
7,5,2,168839.717326087,1.17212572878485
7,5,3,131314.670407609,0.911617871607742
7,5,4,161051.670576087,1.11805924420869
7,5,5,153815.589342391,1.06782463635744
7,5,6,180069.613782609,1.25008635781656
7,5,7,133946.210929348,0.929886655758293
7,5,8,172026.237070652,1.1942473115323
7,5,9,166623.34023913,1.15673910856625
7,5,10,132279.911141304,0.918318803807544
7,5,11,154766.167641304,1.07442377842558
7,5,12,214496.367836957,1.48908512436694
7,5,13,159400.582380435,1.10659699477315
7,5,14,152267.634793478,1.05707836538219
7,5,15,178782.015663044,1.24114754348911
7,5,16,235051.195820652,1.63178165994515
7,5,17,129156.782586957,0.896637297875006
7,5,18,178679.935630435,1.2404388794703
7,5,19,209777.013809783,1.4563222391519
7,5,20,177606.354217391,1.23298582034356
7,5,21,145426.772815217,1.0095874641963
7,5,22,206346.938097826,1.43250983258467
7,5,23,135085.168043478,0.937793568649391
7,5,24,160459.818195652,1.11395046332622
7,5,25,158971.879673913,1.10362083797621
7,5,26,149072.257141304,1.03489528892001
7,5,27,175285.530934783,1.21687410963597
7,5,28,134778.80698913,0.935666736883822
7,5,29,208473.354320652,1.4472719229527
7,5,30,136535.299554348,0.947860728680991
7,5,31,148575.64475,1.0314476868374
7,5,32,151763.51711413,1.05357865979362
7,5,33,141620.040891304,0.983160220054527
7,5,34,202532.02123913,1.4060257666666
7,5,35,251557.790451087,1.74637439065665
7,5,36,228650.526581522,1.58734668211267
7,5,37,171995.036777174,1.19403071162731
7,5,38,137912.024141304,0.957418280277135
7,5,39,205036.067244565,1.42340945336967
7,5,40,158577.422304348,1.1008824205049
7,5,41,199459.297179348,1.38469418079945
7,5,42,160209.738293478,1.11221434878971
7,5,43,206087.370195652,1.43070785008125
7,5,44,183606.087853261,1.27463740725587
7,5,45,136428.904108696,0.947122106031951
7,5,46,134732.110304348,0.935342557321397
7,5,47,173155.829423913,1.20208921201202
7,5,48,179650.804717391,1.24717888504556
7,5,49,167739.881804348,1.16449040735173
7,5,50,139391.994157609,0.967692586355189
7,5,51,132812.696744565,0.922017528985472
7,5,52,171937.461586957,1.19363101087643
7,5,53,184877.522945652,1.28346401398013
7,5,54,131661.796847826,0.914027706439049
7,5,55,133902.712722826,0.929584680797499
7,5,56,144953.942673913,1.00630496418538
7,5,57,139141.549597826,0.96595394027828
7,5,58,204597.137157609,1.42036229564987
7,5,59,148774.606695652,1.03282892828485
7,5,60,161289.053282609,1.11970721177396
7,5,61,164058.494576087,1.13893333608791
7,5,62,162040.515576087,1.12492404287476
7,5,63,181743.58998913,1.26170750130171
7,5,64,182968.841695652,1.27021349190745
7,5,65,138935.79336413,0.964525531257038
7,5,66,203993.512516304,1.4161717889148
7,5,67,133581.459972826,0.927354467316446
7,5,68,221344.23326087,1.53662464514879
7,5,69,213501.689201087,1.4821798272044
7,5,70,169309.416554348,1.17538649324805
7,5,71,171602.771945652,1.19130751527988
7,5,72,146449.637407609,1.01668843501521
7,5,73,167137.444168478,1.16030814109249
7,5,74,155913.481125,1.08238870323426
7,5,75,218507.272652174,1.51692978558811
7,5,76,164695.512695652,1.14335566834166
7,5,77,180847.36401087,1.25548568605254
7,5,78,141647.13698913,0.983348327650978
7,5,79,172844.935695652,1.19993091333927
7,5,80,221652.65538587,1.53876578536013
7,5,81,140463.444027174,0.975130847796927
7,5,82,199069.916391304,1.38199100617213
7,5,83,136145.944092391,0.945157729873425
7,5,84,138919.056086957,0.964409337072897
7,5,85,166359.437923913,1.15490703553006
7,5,86,169993.216076087,1.18013359319263
7,5,87,133109.900358696,0.924080787609255
7,5,88,156962.694706522,1.08967259504224
7,5,89,238688.289483696,1.65703123467773
7,5,90,167548.304836957,1.16316043419092
7,5,91,163432.918967391,1.13459044048334
7,5,92,136726.289391304,0.949186625841792
7,5,93,175474.710891304,1.21818744217361
7,5,94,154395.602152174,1.07185122410668
7,5,95,159732.044880435,1.10889808678237
7,5,96,186719.702576087,1.29625286589289
7,5,97,168013.833983696,1.16639224895011
7,5,98,161653.786608696,1.12223927782111
7,5,99,145598.626695652,1.01078051496682
7,5,100,142432.961597826,0.988803710168502
